Sentence,Definition?
We give a Dialectica-style interpretation of first-order classical affine logic.,0
"By moving to a contraction-free logic, the translation (also known as D -translation) of a first-order formula into a higher-type  exists for all -formula can be made symmetric with respect to duality, including exponentials.",0
It turned out that the propositional part of our D -translation uses the same construction as de Paiva's dialectica category GC  and we show how our D -translation extends GC  to the first-order setting in terms of an indexed category.,0
Furthermore the combination of Girard's ?clik -translation and our D -translation results in the essentially equivalent  exists for all -formulas as the double-negation translation and Godel's original D -translation.,0
"This note investigates two generic constructions used to produce categorical models of linear logic, the Chu construction and the Dialectica construction, in parallel.",0
"The constructions have the same objects, but are rather different in other ways.",0
We discuss similarities and differences and prove that the Dialectica construction can be done over a symmetric monoidal closed basis.,0
We also point out interesting open problems concerning the Dialectica construction.,0
"The cyclic Chu-construction for closed bicategories with pullbacks, which generalizes the original Chu-construction for symmetric monoidal closed categories, turns out to have a non-cyclic counterpart.",0
"Both use so-called Chu-spans as new 1-cells between 1-cells of the underlying bicategory, which form the new objects.",0
Chu-spans may be seen as a natural generalization of 2-cell-spans in the base bicategory that no longer are confined to a single hom-category.,0
This view helps to clarify the composition of Chu-spans.,0
"We consider various approaches of linking the underlying bicategory with the newly constructed ones, for example by means of two-dimensional generalizations of bifibrations.",0
"In the quest for a better connection, we investigate, whether Chu-spans form a double category.",0
"While this turns out not to be the case, we are led to considering a generalization of the construction to paths of 1-cells in the base, leading to two hierarchies of closed bicategories, one for linear paths and one for loops.",0
"The possibility of moving beyond paths, respectively, loops of the same length is indicated.",0
"Finally, Chu-spans in rel are identified as bipartite state transition systems.",0
"Even though their composition may fail here due to the lack of pullbacks in rel , basic game-theoretic constructions can be performed on cyclic Chu-spans.",0
These are available in all symmetric monoidal closed categories with finite products.,0
"If pullbacks exist as well, the bicategory of cyclic Chu-spans inherits a monoidal structure that on objects coincides with the categorical product.",0
"This paper serves to bring three independent but important areas of computer science to a common meeting point: Formal Concept Analysis, Chu Spaces, and Domain Theory.",0
Each area is given a perspective or reformulation that is conducive to the flow of ideas and to the exploration of cross-disciplinary connections.,0
"Among other results, we show that the notion of state in Scott's information system corresponds precisely to that of formal concepts in Formal Concept Analysis with respect to all finite Chu spaces, and the entailment relation corresponds to ``association rules"".",0
"We introduce, moreover, the notion of approximable concept and show that approximable concepts represent algebraic lattices which are identical to Scott domains except the inclusion of a top element.",0
"This notion serves as a stepping stone in recent work in which a new notion of morphism on formal contexts results in a category equivalent to (i) the category of complete algebraic lattices and Scott continuous functions, and (ii) a category of information systems and approximable mappings.",0
"This paper describes a natural deduction formulation for Full Intuitionistic Linear Logic, an intriguing variation of multiplicative linear logic, due to Hyland and de Paiva.",0
"Full Intuitionistic Linear Logic resembles intuitionistic logic, in that all its connectives are independent, but resembles classical logic in that its sequent-calculus formulation has intrinsic multiple conclusions.",0
"From the intrinsic multiple conclusions comes the inspiration to modify Parigot's natural deduction systems for classical logic, to produce a natural deduction formulation and a term assignment system for FILL.",0
We show that any free * -autonomous category is equivalent (in a strict sense) to a free * -autonomous category in which the double-involution (-)^{ }  is the identity functor and the canonical isomorphism A = A^{ }  is an identity arrow for all A .,0
This paper describes the historical background and motivation involved in the discovery (or invention) of Chu categories.,0
We define and study familial 2-functors primarily with a view to the development of the 2-categorical approach to operads of Weber.,0
"Also included in this paper is a result in which the well-known characterisation of a category as a simplicial set via the Segal condition, is generalised to a result about nice monads on cocomplete categories.",0
"Instances of this general result can be found in Leinster, Berger and Moerdijk-Weiss.",0
"Aspects of this general theory are then used to show that the composite 2-monads of Weber that describe symmetric and braided analogues of the omega -operads of Batanin, are cartesian 2-monads and their underlying endo-2-functor is familial.",0
"Intricately linked to the notion of familial 2-functor is the theory of fibrations in a finitely complete 2-category, and those aspects of that theory that we require, that weren't discussed in Weber's work, are reviewed here.",0
"We classify the ""quotients"" of a tannakian category in which the objects of a tannakian subcategory become trivial, and we examine the properties of such quotient categories.",0
"We prove that the monoidal 2-category of cospans of ordinals and surjections is the universal monoidal category with an object X  with a semigroup and a cosemigroup structures, where the two structures satisfy a certain 2-dimensional separable algebra condition.",0
"Topological cospans and their concatenation, by pushout, appear in the theories of tangles, ribbons, cobordisms, et cetera.",0
"Various algebraic invariants have been introduced for their study, which it would be interesting to link with the standard tools of Algebraic Topology, (co)homotopy and (co)homology functors.",0
Here we introduce collarable (and collared) cospans between topological spaces.,0
"They generalise the cospans which appear in the previous theories, as a consequence of a classical theorem on manifolds with boundary.",0
Their interest lies in the fact that their concatenation is realised by means of homotopy pushouts.,0
"Therefore, cohomotopy functors induce `functors' from collarable cospans to spans of sets, providing—by linearisation—topological quantum field theories on manifolds and their cobordisms.",0
"Similarly, (co)homology and homotopy functors take collarable cospans to relations of abelian groups or (co)spans of groups, yielding other `algebraic' invariants.",0
This is the second paper in a series devoted to the study of cospans in Algebraic Topology.,0
"It is practically independent from the first, which deals with higher cubical cospans in abstract categories.",0
"The third article will proceed from both, studying cubical topological cospans and their collared version.",0
Following the analogy between algebras (monoids) and monoidal categories the construction of nucleus for non-associative algebras is simulated on the categorical level.,0
Nuclei of categories of modules are considered as an example.,0
"We define the notion of an additive model category and prove that any stable, additive, combinatorial model category cal M  has a model enrichment over Sp^Sigma(sAb)  (symmetric spectra based on simplicial abelian groups).",0
"So to any object X  in cal M  one can attach an endomorphism ring object, denoted hEnd_ad(X) , in the category Sp^Sigma(sAb) .",0
We establish some useful properties of these endomorphism rings.,0
We also develop a new notion in enriched category theory which we call `adjoint modules'.,0
This is used to compare enrichments over one symmetric monoidal model category with enrichments over a Quillen equivalent one.,0
"In particular, it is used here to compare enrichments over Sp^Sigma(sAb)  and chain complexes.",0
"Given an arbitrary locally finitely presentable category K  and finitary monads T  and S  on K , we characterize monad morphisms alpha: S to T  with the property that the induced functor alpha_*: K^T to K^ S  between the categories of Eilenberg-Moore algebras is fully faithful.",0
We call such monad morphisms dense and give a characterization of them in the spirit of Beth's definability theorem: alpha  is a dense monad morphism if and only if every T -operation is explicitly defined using S -operations.,1
We also give a characterization in terms of epimorphic property of alpha  and clarify the connection between various notions of epimorphisms between monads.,0
Loday introduced the concept of coherent unit actions on a regular operad and showed that such actions give Hopf algebra structures on the free algebras.,0
"Hopf algebras obtained this way include the Hopf algebras of shuffles, quasi-shuffles and planar rooted trees.",0
We characterize coherent unit actions on binary quadratic regular operads in terms of linear equations of the generators of the operads.,0
We then use these equations to classify operads with coherent unit actions.,0
We further show that coherent unit actions are preserved under taking products and thus yield Hopf algebras on the free object of the product operads when the factor operads have coherent unit actions.,0
"On the other hand, coherent unit actions are never preserved under taking the dual in the operadic sense except for the operad of associative algebras.",0
"We define a notion of weak cubical category, abstracted from the structure of n -cubical cospans x : wedge^n to X  in a category X  where wedge  is the `formal cospan' category.",0
"These diagrams form a cubical set with compositions x +_i y  in all directions, which are computed using pushouts and behave `categorically' in a weak sense, up to suitable comparisons.",0
"Actually, we work with a `symmetric cubical structure', which includes the transposition symmetries, because this allows for a strong simplification of the coherence conditions.",0
"These notions will be used in subsequent papers to study topological cospans and their use in Algebraic Topology, from tangles to cobordisms of manifolds.",0
"We also introduce the more general notion of a multiple category, where—to start with—arrows belong to different sorts, varying in a countable family, and symmetries must be dropped.",0
The present examples seem to show that the symmetric cubical case is better suited for topological applications.,0
We discuss an approach to constructing a weak n -category of cobordisms.,0
First we present a generalisation of Trimble's definition of n -category which seems most appropriate for this construction; in this definition composition is parametrised by a contractible operad.,0
"Then we show how to use this definition to define the n -category nCob , whose k -cells are k-cobordisms, possibly with corners.",0
We follow Baez and Langford in using ``manifolds embedded in cubes'' rather than general manifolds.,0
We make the construction for 1-manifolds embedded in 2- and 3-cubes.,0
For general dimensions k  and n  we indicate what the construction should be.,0
"Usually bundle gerbes are considered as objects of a 2-groupoid, whose 1-morphisms, called stable isomorphisms, are all invertible.",1
"I introduce new 1-morphisms which include stable isomorphisms, trivializations and bundle gerbe modules.",0
"They fit into the structure of a 2-category of bundle gerbes, and lead to natural definitions of surface holonomy for closed surfaces, surfaces with boundary, and unoriented closed surfaces.",0
We have shown that complete spreads (with a locally connected domain) over a bounded topos E  (relative to S ) are `comprehensive' in the sense that they are precisely the second factor of a factorization associated with an instance of the comprehension scheme involving S -valued distributions on E .,0
Lawvere has asked whether the `Michael coverings' (or complete spreads with a definable dominance domain) are comprehensive in a similar fashion.,1
We give here a positive answer to this question.,0
"In order to deal effectively with the comprehension scheme in this context, we introduce a notion of an `extensive topos doctrine, ' where the extensive quantities (or distributions) have values in a suitable subcategory of what we call `locally discrete' locales.",0
"In the process we define what we mean by a quasi locally connected topos, a notion that we feel may be of interest in its own right.",0
The core of a category (first defined in ``Core algebra revisited'') has the structure of an abstract core algebra (first defined in the same place).,0
A question was left open: is there more structure yet to be defined?,0
The answer is no: it is shown that any operation on an object arising from the fact that the object is the core of its category can be defined using only the constant and two binary operations that appear in the definition of abstract core algebra.,0
In the process a number of facts about abstract core algebras must be developed.,0
"New techniques for constructing a distributive law of a monad over another are studied using submonads, quotient monads, product monads, recursively-defined distributive laws, and linear equations.",0
Sequel papers will consider distributive laws in closed categories and will construct monad approximations for compositions which fail to be a monad.,0
"In this paper we give a characterization of constructively completely distributive lattices in presheaves on C , for C  a small category with pullbacks.",0
Francisco Marmolejo pointed out a mistake in the statement of a proposition in our paper.,0
The mistaken version is used later in that paper.,0
Our purpose here is to correct the error by providing an explicit description of the finite coproduct completion of the dual of the category of connected G -sets.,0
The description uses the distinguished morphisms of a factorization system on the category of G -sets.,0
We give an interpretation of Yetter's Invariant of manifolds M  in terms of the homotopy type of the function space,0
"TOP(M, B(cal G)) , where cal G  is a crossed module and B(cal G)  is its classifying space.",0
"From this formulation, there follows that Yetter's invariant depends only on the homotopy type of M , and the weak homotopy type of the crossed module cal G .",0
"We use this interpretation to define a twisting of Yetter's Invariant by cohomology classes of crossed modules, defined as cohomology classes of their classifying spaces, in the form of a state sum invariant.",0
"In particular, we obtain an extension of the Dijkgraaf-Witten Invariant of manifolds to categorical groups.",0
The straightforward extension to crossed complexes is also considered.,0
"Bicat is the tricategory of bicategories, homomorphisms, pseudonatural transformations, and modifications.",1
"Gray  is the subtricategory of 2-categories, 2-functors, pseudonatural transformations, and modifications.",1
We show that these two tricategories are not triequivalent.,0
"The notion of cartesian bicategory, introduced by Carboni and Walters for locally ordered bicategories, is extended to general bicategories.",0
It is shown that a cartesian bicategory is a symmetric monoidal bicategory.,0
"Iterative algebras, defined by the property that every guarded system of recursive equations has a unique solution, are proved to have a much stronger property: every system of recursive equations has a unique strict solution.",1
Those systems that have a unique solution in every iterative algebra are characterized.,0
It is the aim of this paper to compute the category of Eilenberg-Moore algebras for the monad arising from the dual unit-ball functor on the category of (semi)normed spaces.,0
We show that this gives rise to a stronger algebraic structure than the totally convex one obtained from the closed unit ball functor on the category of Banach spaces.,0
"Motivated by an analysis of Abramsky-Jagadeesan games, the paper considers a categorical semantics for a polarized notion of two-player games, a semantics which has close connections with the logic of (finite cartesian) sums and products, as well as with the multiplicative structure of linear logic.",0
"In each case, the structure is polarized, in the sense that it will be modelled by two categories, one for each of two polarities, with a module structure connecting them.",0
"These are studied in considerable detail, and a comparison is made with a different notion of polarization due to Olivier Laurent: there is an adjoint connection between the two notions.",0
It is well known that the internal suplattices in the topos of sheaves on a locale are precisely the modules on that locale.,0
Using enriched category theory and a lemma on KZ  doctrines we prove (the generalization of) this fact in the case of ordered sheaves on a small quantaloid.,0
"Comparing module-equivalence with sheaf-equivalence for quantaloids and using the notion of centre of a quantaloid, we refine a result of Borceux and Vitale.",0
"We illustrate the formula  (downarrow p)x = Gamma_clik(x/p) , which gives the reflection downarrow p  of a category p : P to X  over X  in discrete fibrations.",0
"One of its proofs is based on a ``complement operator"" which takes a discrete fibration A  to the functor neg A , right adjoint to Gamma_clik(A times -): Cat/X to Set  and valued in discrete opfibrations.",0
Some consequences and applications are presented.,0
The nature of the spatial background for classical analysis and for modern theories of continuum physics requires more than the partial invariants of locales and cohomology rings for its description.,0
"As Maxwell emphasized, this description has various levels of precision depending on the needs of investigation.",0
"These levels correspond to different categories of space, all of which have intuitively the feature of cohesion.",0
"Our aim here is to continue the axiomatic study of such categories, which involves the following aspects: (i) Categories of space as cohesive background, (ii) Cohesion versus non-cohesion; quality types, (iii) Extensive quality; intensive quality in its rarefied and condensed aspects; the canonical qualities form and substance, (iv) Non-cohesion within cohesion via constancy on infinitesimals, (v) The example of reflexive graphs and their atomic numbers, (vi) Sufficient cohesion and the Grothendieck condition VII.",0
"Weak generation of a subtopos by a quotient topos I look forward to further work on each of these aspects, as well as development of categories of dynamical laws, constitutive relations, and other mathematical structures that naturally live in cohesive categories.",0
"In some bicategories, the 1-cells are `morphisms' between the 0-cells, such as functors between categories, but in others they are `objects' over the 0-cells, such as bimodules, spans, distributors, or parametrized spectra.",0
"Many bicategorical notions do not work well in these cases, because the `morphisms between 0-cells', such as ring homomorphisms, are missing.",0
"We can include them by using a pseudo double category, but usually these morphisms also induce base change functors acting on the 1-cells.",0
"We avoid complicated coherence problems by describing base change `nonalgebraically', using categorical fibrations.",0
"The resulting `framed bicategories' assemble into 2-categories, with attendant notions of equivalence, adjunction, and so on which are more appropriate for our examples than are the usual bicategorical ones.",0
We then describe two ways to construct framed bicategories.,0
One is an analogue of rings and bimodules which starts from one framed bicategory and builds another.,0
"The other starts from a `monoidal fibration', meaning a parametrized family of monoidal categories, and produces an analogue of the framed bicategory of spans.",0
"Combining the two, we obtain a construction which includes both enriched and internal categories as special cases.",0
"Recently, symmetric categorical groups are used for the study of the Brauer groups of symmetric monoidal categories.",0
"As a part of these efforts, some algebraic structures of the 2-category of symmetric categorical groups SCG  are being investigated.",0
"In this paper, we consider a 2-categorical analogue of an abelian category, in such a way that it contains SCG  as an example.",0
"As a main theorem, we construct a long cohomology 2-exact sequence from any extension of complexes in such a 2-category.",0
"Our axiomatic and self-dual definition will enable us to simplify the proofs, by analogy with abelian categories.",0
We prove a general theorem relating pseudo-exponentiable objects of a bicategory K  to those of the Kleisli bicategory of a pseudo-monad on K .,0
This theorem is applied to obtain pseudo-exponentiable objects of the homotopy slices Top//B  of the category of topological spaces and the pseudo-slices Cat//B  of the category of small categories.,0
"We prove that, given any small category A = , the derivator HOT_A , corresponding to the homotopy theory of presheaves of homotopy types on A , is characterized by a natural universal property.",0
"In particular, the theory of Kan extensions extends to the setting of Grothendieck derivators.",0
We develop in some generality the dualities that often arise when one object lies in two different categories.,0
"In our examples, one category is equational and the other consists of the topological objects in a (generally different) equational category.",0
"The role of the Frobenius operations in analyzing finite spaces, as well as the extended algebraic geometry over rigs, depend partly on varieties (Birkhoffian inclusions of algebraic categories) that have coreflections as well as reflections and whose dual category of affine spaces is extensive.",0
"Even within the category of those rigs where 1 + 1 = 1, not only distributive lattices but also the function algebras of tropical geometry (where x + 1 = 1 ) and the dimension rigs of separable prextensive categories (where x + x^2 = x^2 ) enjoy those features.",0
Assuming that B  is a full A_infinity -subcategory of a unital A_infinity -category cc  we construct the quotient unital A_infinity -category cd = ` cc/cb '.,0
"It represents the A_infinity^u -2-functor A mapsto A_infinity^u(C, A)_{mod B} , which associates with a given unital A_infinity -category A  the A_infinity -category of unital A_infinity -functors C to A , whose restriction to B  is contractible.",0
"Namely, there is a unital A_infinity -functor e: C to D  such that the composition B hookrightarrow C to ^e D  is contractible, and for an arbitrary unital A_infinity -category A  the restriction A_infinity -functor (eboxtimes 1)M : A_infinity^u(D, A) to A_infinity^u(C, A)_{mod B}  is an equivalence.",0
Let C_k  be the differential graded category of differential graded k -modules.,0
"We prove that the Yoneda A_infinity -functor Y: A to A_infinity^u(A^{op}, C_k)  is a full embedding for an arbitrary unital A_infinity -category A .",0
"In particular, such A  is A_infinity -equivalent to a differential graded category with the same set of objects.",0
"If C  and D  are varieties of algebras in the sense of general algebra, then by a representable functor C --&gt; D  we understand a functor which, when composed with the forgetful functor D --&gt; Set , gives a representable functor in the classical sense; Freyd showed that these functors are determined by D -coalgebra objects of C .",1
"Let Rep(C, D)  denote the category of all such functors, a full subcategory of Cat(C, D) , opposite to the category of D -coalgebras in C .",0
"It is proved that Rep(C, D)  has small colimits, and in certain situations, explicit constructions for the representing coalgebras are obtained.",0
"In particular, Rep(C, D)  always has an initial object.",0
"This is shown to be ``trivial'' unless C  and D  either both have no zeroary operations, or both have more than one derived zeroary operation.",0
"In those two cases, the functors in question may have surprisingly opulent structures.",0
It is also shown that every set-valued representable functor on C  admits a universal morphism to a D -valued representable functor.,0
"Several examples are worked out in detail, and areas for further investigation are noted.",0
"We construct a star-autonomous structure on the functor category K^J , where J  is small, K  is small-complete, and both are star-autonomous.",0
"A weaker result, that K^J  admits a linear distributive structure, is also shown under weaker hypotheses.",0
The latter leads to a deeper understanding of the notion of linear functor.,0
"Some aspects of basic category theory are developed in a finitely complete category cal C , endowed with two factorization systems which determine the same discrete objects and are linked by a simple reciprocal stability law.",0
"Resting on this axiomatization of final and initial functors and discrete (op)fibrations, concepts such as components, slices and coslices, colimits and limits, left and right adjunctible maps, dense maps and arrow intervals, can be naturally defined in cal C , and several classical properties concerning them can be effectively proved.",0
"For any object X  of cal C , by restricting cal C/X  to the slices or to the coslices of X , two dual ``underlying categories"" are obtained.",0
These can be enriched over internal sets (discrete objects) of cal C : internal hom-sets are given by the components of the pullback of the corresponding slice and coslice of X .,0
"The construction extends to give functors cal C to Cat , which preserve (or reverse) slices and adjunctible maps and which can be enriched over internal sets too.",0
An effort to initiate the subject of the title: the basic tool is the study of the abstract closed interval equipped with certain equational structures.,0
"This paper presents a sound and complete category-theoretic notion of models for Linear Abadi and Plotkin Logic, a logic suitable for reasoning about parametricity in combination with recursion.",0
"A subclass of these called parametric LAPL structures can be seen as an axiomatization of domain theoretic models of parametric polymorphism, and we show how to solve general (nested) recursive domain equations in these.",0
Parametric LAPL structures constitute a general notion of model of parametricity in a setting with recursion.,0
"In future papers we will demonstrate this by showing how many different models of parametricity and recursion give rise to parametric LAPL structures, including Simpson and Rosolini's set theoretic models, a syntactic model based on Lily and a model based on admissible pers over a reflexive domain.",0
The author introduced and employed certain `fundamental pushout toposes' in the construction of the coverings fundamental groupoid of a locally connected topos.,0
Our main purpose in this paper is to generalize this construction without the local connectedness assumption.,0
"We replace connected components by constructively complemented, or definable, monomorphisms.",0
"Unlike the locally connected case, where the fundamental groupoid is localic prodiscrete and its classifying topos is a Galois topos, in the general case our version of the fundamental groupoid is a locally discrete progroupoid and there is no intrinsic Galois theory in the sense of Janelidze.",0
"We also discuss covering projections, locally trivial, and branched coverings without local connectedness by analogy with, but also necessarily departing from, the locally connected case.",0
"Throughout, we work abstractly in a setting given axiomatically by a category V  of locally discrete locales that has as examples the categories D of discrete locales, and Z  of zero-dimensional locales.",0
"In this fashion we are led to give unified and often simpler proofs of old theorems in the locally connected case, as well as new ones without that assumption.",0
This paper deals with Kan extensions in a weak double category.,0
Absolute Kan extensions are closely related to the orthogonal adjunctions introduced in a previous paper.,0
"The pointwise case is treated by introducing internal comma objects, which can be defined in an arbitrary double category.",0
In this paper we show that eight coherence conditions suffice for the definition of a pseudodistributive law between pseudomonads.,0
"We show that, in any Maltsev (and a fortiori protomodular) category E , not only the fibre Grd_X E  of internal groupoids above the object X  is a naturally Maltsev category, but moreover it shares with the category Ab  of abelian groups the property following which the domain of any split epimorphism is isomorphic with the direct sum of its codomain with its kernel.",0
This allows us to point at a new class of ``non-pointed additive'' categories which is necessarily protomodular.,0
Actually this even gives rise to a larger classification table of non-pointed additive categories which gradually take place between the class of naturally Maltsev categories and the one of essentially affine categories.,0
"As an application, when furthermore the ground category E  is efficiently regular, we get a new way to produce Baer sums in the fibres Grd_X E  and, more generally, in the fibres n-Grd_X E .",0
"Maps (left adjoint arrows) between Frobenius objects in a cartesian bicategory B  are precisely comonoid homomorphisms and, for A  Frobenius and any T  in B , map(B)(T, A)  is a groupoid.",0
Using the reflection of the category C  of compact 0-dimensional topological spaces into the category of Stone spaces we introduce a concept of a fibration in C .,0
We show that: (i) effective descent morphisms in C  are the same as the surjective fibrations; (ii) effective descent morphisms in C  with respect to the fibrations are all surjections.,0
Two propositions in the author's article are not correct.,0
We show that their use can be avoided and all remaining results remain correct.,0
See note on page 24.,0
Let X  and A  be sets and alpha: X to A  a map between them.,0
"We call a map mu: X times X times X to A  an approximate Maltsev operation with approximation alpha , if it satisfies mu(x, y, y) = alpha(x) = mu(y, y, x)  for all x, y in X .",1
"Note that if A = X  and the approximation alpha  is an identity map, then mu  becomes an ordinary Maltsev operation.",0
"We prove the following two characterization theorems: a category {X}  is a Mal'tsev category if and only if in the functor category {Set}^{{X}^mathrm{op} times {X}}  there exists an internal approximate Maltsev operation mathrm{hom}_{{X}} times mathrm{hom}_{{X}} times mathrm{hom}_{{X}}arrow A  whose approximation alpha  satisfies a suitable condition; a regular category {X}  with finite coproducts is a Maltsev category, if and only if in the functor category {X}^{X}  there exists an internal approximate Maltsev co-operation Aarrow 1_{X}+1_{X}+1_{X}  whose approximation alpha  is a natural transformation with every component a regular epimorphism in {X} .",0
"Note that in both of these characterization theorems, if require further the approximation alpha  to be an identity morphism, then the conditions there involving alpha  become equivalent to {X}  being a naturally Maltsev category.",0
"We show how to formulate the notion of locally cartesian closed category without chosen pullbacks, by the use of Makkai's theory of anafunctors.",0
"Notions and techniques of enriched category theory can be used to study topological structures, like metric spaces, topological spaces and approach spaces, in the context of topological theories.",0
"Recently, the construction of a Yoneda embedding allowed to identify injectivity of spaces as cocompleteness and to show monadicity of the category of injective spaces and left adjoints over SET .",0
"In this paper we generalise these results, studying cocompleteness with respect to a given class of distributors.",0
We show in particular that the description of several semantic domains presented in another paper can be translated into the V -enriched setting.,0
"For accessible set-valued functors it is well known that weak preservation of limits is equivalent to representability, and weak preservation of connected limits to familial representability.",0
"In contrast, preservation of weak wide pullbacks is equivalent to being a coproduct of quotients of hom -functors modulo groups of automorphisms.",0
For finitary functors this was proved by Joyal who called these functors analytic.,0
We introduce a generalization of Joyal's concept from endofunctors of Set  to endofunctors of a symmetric monoidal category.,0
We present sufficient conditions under which effective descent morphisms in a quasivariety of universal algebras are the same as regular epimorphisms and examples for which they are the same as regular epimorphisms satisfying projectivity.,0
Recent investigations of lax algebras—in generalization of Barr's relational algebras—make an essential use of lax extensions of monad functors on Set  to the category Rel(V)  of sets and V -relations (where V  is a unital quantale).,0
"For a given monad there may be many such lax extensions, and different constructions appear in the literature.",0
"The aim of this article is to shed a unifying light on these lax extensions, and present a symptomatic situation in which distinct monads yield isomorphic categories of lax algebras.",0
"We propose a convenient category for directed homotopy consisting of ""directed'' topological spaces generated by ""directed'' cubes.",0
"Its main advantage is that, like the category of topological spaces generated by simplices suggested by Smith, it is locally presentable.",0
"We introduce a notion of weakly Maltsev category, and show that: (i) every internal reflexive graph in a weakly Maltsev category admits at most one multiplicative graph structure in the sense of Janelidze, and such a structure always makes it an internal category; (ii) (unlike the special case of Maltsev categories) there are weakly Maltsev categories in which not every internal category is an internal groupoid.",0
We also give a simplified characterization of internal groupoids among internal categories in this context.,0
The theory of completion of T_0  objects in categories of affine objects over a given complete category developed by the second author is extended to the case of T_0  objects in categories of 2affine objects.,0
In the paper the case of the category Set  and target object the two-point set is studied in detail and an internal characterization of 2affine sets is provided.,0
"In a recent paper, Daisuke Tambara defined two-sided actions on an endomodule (that is, endodistributor) of a monoidal V -category A .",0
"When A  is autonomous (that is, rigid, or compact), he showed that the V -category (that we call Tamb(A) ) of so-equipped endomodules (that we call Tambara modules) is equivalent to the monoidal centre Z[A, V]  of the convolution monoidal V -category [A, V] .",0
Our paper extends these ideas somewhat.,0
"For general A , we construct a promonoidal V -category DA  (which we suggest should be called the double of A ) with an equivalence of [DA, V]  with Tamb(A) .",0
"When A  is closed, we define strong (respectively, left strong) Tambara modules and show that these constitute a V -category Tamb_s(A)  (respectively, Tamb_{ls}(A) ) which is equivalent to the centre (respectively, lax centre) of [A, V] .",0
"We construct localizations D_sA  and D_{ls}A  of DA  such that there are equivalences of Tamb_s(A)  with [D_sA, V]  and of Tamb_{ls}(A)  with [D_{ls}A, V] .",0
"When A  is autonomous, every Tambara module is strong; this implies an equivalence of Z[A, V]  with [DA, V] .",0
We prove that every small strongly connected category k  has a full embedding preserving all limits existing in k  into a category of unary universal algebras.,0
The number of unary operations can be restricted to |mor k|  in case when k  has a terminal object and only preservation of limits over finitely many objects is desired.,0
And all limits existing in such a category k are preserved by a full embedding of k  into the category of all algebraic systems with |mor k|  unary operation and one unary relation.,0
"A protolocalisation of a regular category is a full reflective regular subcategory, whose reflection preserves pullbacks of regular epimorphisms along arbitrary morphisms.",1
We devote special attention to the epireflective protolocalisations of an exact Mal'cev category; we characterise them in terms of a corresponding closure operator on equivalence relations.,0
We give some examples in algebra and in topos theory.,0
This paper revisits the authors' notion of a differential category from a different perspective.,0
"A differential category is an additive symmetric monoidal category with a comonad (a ""coalgebra modality"") and a differential combinator.",1
The morphisms of a differential category should be thought of as the linear maps; the differentiable or smooth maps would then be morphisms of the coKleisli category.,0
The purpose of the present paper is to directly axiomatize differentiable maps and thus to move the emphasis from the linear notion to structures resembling the coKleisli category.,0
The result is a setting with a more evident and intuitive relationship to the familiar notion of calculus on smooth maps.,0
Indeed a primary example is the category whose objects are Euclidean spaces and whose morphisms are smooth maps.,0
A Cartesian differential category is a Cartesian left additive category which possesses a Cartesian differential operator.,1
"The differential operator itself must satisfy a number of equations, which guarantee, in particular, that the differential of any map is `""linear"" in a suitable sense.",0
We present an analysis of the basic properties of Cartesian differential categories.,0
"We show that under modest and natural assumptions, the coKleisli category of a differential category is Cartesian differential.",0
Finally we present a (sound and complete) term calculus for these categories which allows their structure to be analysed using essentially the same language one might use for traditional multi-variable calculus.,0
"Let M = (M, m, u)  be a monad and let (MX, m)  be the free M -algebra on the object X .",0
"Consider an M -algebra (A, a) , a retraction r : (MX, m) --&gt; (A, a)  and a section t : (A, a) --&gt; (MX, m)  of r .",0
"The retract (A, a)  is not free in general.",0
"We observe that for many monads with a `combinatorial flavor' such a retract is not only a free algebra (MA_0, m) , but it is also the case that the object A_0  of generators is determined in a canonical way by the section t .",0
"We give a precise form of this property, prove a characterization, and discuss examples from combinatorics, universal algebra, convexity and topos theory.",0
Globular complexes were introduced by Goubault and the author to model higher dimensional automata.,0
Globular complexes are topological spaces equipped with a globular decomposition which is the directed analogue of the cellular decomposition of a CW-complex.,1
We prove that there exists a combinatorial model category such that the cellular objects are exactly the globular complexes and such that the homotopy category is equivalent to the homotopy category of flows.,0
The underlying category of this model category is a variant of Grandis' notion of d -space over a topological space colimit generated by simplices.,0
This result enables us to understand the relationship between the framework of flows and other works in directed algebraic topology using d -spaces.,0
It also enables us to prove that the underlying homotopy type functor of flows can be interpreted up to equivalences of categories as the total left derived functor of a left Quillen adjoint.,0
This article contains a review of categorifications of semisimple representations of various rings via abelian categories and exact endofunctors on them.,0
"A simple definition of an abelian categorification is presented and illustrated with several examples, including categorifications of various representations of the symmetric group and its Hecke algebra via highest weight categories of modules over the Lie algebra sl_n .",0
The review is intended to give non-experts in representation theory who are familiar with the topological aspects of categorification (lifting quantum link invariants to homology theories) an idea for the sort of categories that appear when link homology is extended to tangles.,0
We study convergent (terminating and confluent) presentations of n -categories.,0
"Using the notion of polygraph (or computad), we introduce the homotopical property of finite derivation type for n -categories, generalising the one introduced by Squier for word rewriting systems.",0
We characterise this property by using the notion of critical branching.,0
"In particular, we define sufficient conditions for an n -category to have finite derivation type.",0
"Through examples, we present several techniques based on derivations of 2-categories to study convergent presentations by 3-polygraphs.",0
This paper introduces the notions of vector field and flow on a general differentiable stack.,0
Our main theorem states that the flow of a vector field on a compact proper differentiable stack exists and is unique up to a uniquely determined 2-cell.,0
