Sentence,Definition?
The image of a function  f:Xto Y  is the set  text{im}(f) = {T(x) in Y mid x in X}subset Y  .,1
"Let  (X,Sigma,mu)  be a measure space.",0
"A measurable subset  A  of  X  is outer regular if  mu(A) = inf{mu(G) mid Gsupseteq A, Gtext{ open and measurable}}  .",1
Let  R  be a commutative ring and let  S  be a subset of  R  that is closed under multiplication and contains the multiplicative identity.,0
"Then  S^{ - 1}R = left{leftfrac{r}{s}rightmid rin R,sin Sright}  where equivalence of fractions is given by  leftfrac{r _1}{s_1}right =leftfrac{r_2}{s_2}right  if and only if there exists  k in S  such that  kr_1s_2 = kr_2s_1  .",0
This is itself a ring under the usual operations we know and love for fractions of integers.,0
"If  S  is exactly the nonzero elements of  R  , then this forms a field.",0
Let  R  be a ring and let  M  be a free  R  - module.,0
Then the cardinality of a basis for  M  is the rank of  M  .,1
We can also define the rank for modules that are not free: it is the maximum number of linearly independent elements of  M  .,0
Let  A  be an algebra over an algebraically closed field  mathbb k  and let  M  be a semisimple module over  A  of finite dimension over  mathbb k  .,0
The number of times the module  V  appears in a direct sum decomposition of  M  is denoted  M:V  and is called the multiplicity of  V  in  M  .,1
"A short exact sequence of chain complexes is a diagram like the following: where the rows  A  ,  B  , and  C  are chain complexes and the columns are exact sequences.",1
Let  M  and  N  be modules over the ring  R  .,0
"A module homomorphism between  M  and  N  is a function  f:Mto N  such that for any  x,y in M  and  rin R  , (i)  f(x+y) = f(x) + f(y) ; (ii)  f(rx) = rf(x)  where the operation in (ii) is the scalar multiplication.",1
"If a module homomorphism is bijective, then it is an isomorphism of modules.",1
Let  mathcal P(X)  be the power set of  X  .,0
"An outer measure on  X  is a function  mu: mathcal P(X) to 0,infty  such that -  mu(emptyset) = 0  - if  A, B subset X  with  Asubset B  , then  mu(A) leqmu(B)  - for arbitrary subsets  B_i subset X  for  i in mathbb N  , we have  muleft(bigcuplimits_{iinmathbb N} B_i right)leq sumlimits_{iinmathbb N}mu(B_i)  .",1
Let  V  be a vector space.,0
"The set  W subseteq V  spans  V  if for all  v in V  , there exists  n in mathbb N  , a collection  {alpha_i}_{i=1}^n subset mathbb R  , and a collection  {v_i}_{i=1}^n subset W  such that  v = sum_{i=1}^n alpha_i v_i  .",1
Let  X  be a set.,0
The symmetric group  S_X  is the set of all bijections from  X  to itself.,1
"When  X  is finite with cardinal number  n  , it is denoted  S_n  and consists of the set of permutations on  n  letters.",0
"The action of a group  G  on the set  X  is transitive if for every pair  x,y in X  , there exists  gin G  such that  gcdot x=y  .",1
Let  A  be a Banach algebra with norm  |cdot |  .,0
"Given a sequence  {a_i}_{iin mathbb N}  of elements of  A  , we say that the series  sum_{i=1}^infty a_i  is absolutely convergent if  sum_{i=1}^infty |a_i| <infty,  i.e. if the series  {|a_i|}_{iinmathbb N}  is convergent as real numbers.",1
"This means that the partial sums  sum_{i=1}^n a_i  form a Cauchy sequence in  A  , which is complete, and therefore must have a limit in  A  .",0
We denote this limit by the infinite sum.,0
"Let  A  be an elementary abelian p - group and let  mathbf ain(a_1,dots,a_r)in A^r  .",0
"Let  f_mathbf a:(mathbb Z/pmathbb Z)to A  be the unique homomorphism satisfying  f_mathbf a(1,0,dot,0) = a_1, dots, f_mathbf a(0,dots, 1) = a_r  .",0
"If the function  f_mathbf a  is injective, then the  a_i  are linearly independent .",0
Let  R  be an integral domain and let  M  be an  R  - module.,0
Then  M  is torsion - free if its torsion submodule is trivial.,1
"Let  (X,rho)  be a metric space.",0
"Then a function  f:Xto X  is a contraction mapping if there exists  r in 0,1)  such that for all  x,y in x  ,  rho(f(x),f(y)) leq rrho(x,y)  .",1
The rank of a linear transformation  T  is the dimension of the image of  T  .,1
"An at - most - countable collection  {A_i}_{iin I}  whose elements are called atomic formulae or propositional variables together with some subset of the logical connectors  (land, lor, rightarrow, leftrightarrow, neg)  and  {top, bot}  is called a language for propositional logic .",1
Name this whole agglomeration  L  .,0
"Then  text{Form}(L)  is the smallest set containing  {A_i}_{iin I}  ,  top  , and  bot  that is closed under the remaining logical operators, which at their most basic take two (one in the case of  neg  ) atomic variables and spit out a new formula.",1
"We know that this set is nonempty because there exists a set  D  consisting of all finite strings with characters drawn from  {A_i}_{iin I}  ,  top  ,  bot  , and  {land,lor, rightarrow, leftrightarrow, neg}  .",0
Consider  bigcap _{Sin F}S  where  F  is a collection of sets that are subsets of  D  satisfying the closure property.,0
"This is the smallest such set, but it does not tell us what the elements look like.",0
"Consider a map  LC: mathcal P(D) to mathcal P(D)  given by  LC(S)= Scup{(B)rightarrow (C), (B)leftrightarrow (C), (B)land (C), (B)lor (C), neg(B) mid B,Cin S}  .",0
"Let  H = bigcup_{iin mathbb N} LC^i ({A_j}_{jin I} cup {bot,top})  .",0
Then  H = text{Form}(L)  : Let  S  be some candidate set for  text{Form}(L)  .,0
It suffices to show that  Hsubseteq S  .,0
"To show this it suffices to show that  LC^i ({A_j}_{jin I} cup {bot,top}) subseteq S  for all  i  .",0
The base case  i=0  follows from the definition we are looking to satisfy and the hypothesis that  S  satisfies it.,0
The inductive step follows immediately from the definition and its closure property.,0
Let  X  be a topological space.,0
A path in  X  is a continuous function from the unit interval  I  to  X  .  p: Ito X ,1
The order of a group  G  is the cardinal number of the underlying set of  G  .,1
The order of a group does not distinguish between different infinite cardinals.,0
The kernel of a linear transformation  T:Vto W  is the set  text{ker}(T)= {vin Vmid T(v) =0}  .,1
It is a vector space.,0
Let  R  be a ring with ideals  I  and  J  .,0
"Then the sum of  I  and  J  , defined by  I+J= {i+j mid iin I,jin J}  is itself an ideal.",0
Let  V  be a vector space.,0
"The  m  - fold symmetric product of  V  is the quotient vector space of the  m  - fold tensor product  V^{otimes m}  by the subspace generated by the tensors  v_1otimescdotsotimes v_m - v_{sigma(1)}otimes cdotsotimes v_{sigma(m)}  for all  v_i in V  and all  sigma in S_m  (the set of permutations of  {1,dots,m}  ).",1
It is denoted  text{Sym}^m(V)  .,0
A linear transformation  T:Vto V  from a normed linear space  V  to itself is compact if the closure of the image of the closed unit ball  B = {v in V mid ||v|| leq 1}  is compact in the usual sense.,1
"The quaternion algebra  mathbb H  is the four - dimensional associative algebra over  mathbb R  spanned by the elements  1,mathbf i,mathbf j,mathbf k  where  1  is the identity element and the relations (i)  mathbf i^2 = mathbf j^2 = mathbf k^2 = - 1  ; (ii)  mathbf{ij} = mathbf k  ; (iii)  mathbf{ji} = - mathbf k  ; (iv)  mathbf{jk} = mathbf i  ; (v)  mathbf{kj} = - mathbf i  ; (vi)  mathbf{ki} = mathbf j  ; (vii)  mathbf{ik} = - mathbf j  .",1
"This can be considered as a sub(?) of the set of  2times 2  complex matrices  M_2(mathbb C)  by setting  mathbf i = }, quad mathbf j = },quad mathbf k = }  .",0
"Then  mathbb H  is the space of real linear combinations of  I_2  ,  mathbb i  ,  mathbb j  , and  mathbb k  .",1
Let  X  be a ∆ - complex.,0
An open simplex  e_alpha^n  of dimension  n  in  X  has a canonical map  sigma_alpha: Delta^n to X  that restricts to a homeomorphism from the interior of the standard n - simplex  Delta^n  onto  e_alpha^n  .,1
Let  p  be a prime number.,0
A Sylow  p  - subgroup of a group  G  is a maximal p - subgroup of  G  .,1
"That is, it is a p - group that is a subgroup of  G  and that is not a proper subgroup of any other p - subgroup of  G  .",1
"A field or algebra of subsets of a set  X  is a pair  (X, mathcal F)  consisting of the set  X  and a collection  mathcal F  of subset of  X  such that (i)  mathcal F  is closed under complementation:  Xsetminus F in mathcal F  for all  F in mathcal F  ; (ii)  mathcal F  contains the empty set.",1
"Equivalently, if (1) holds,  mathcal F  contains  X  ; (iii) Any of the following equivalent (by induction and De Morgan's laws) conditions hold: -  mathcal F  is closed under binary union:  Fcup G in mathcal F  for all  F, G in mathcal F  ; -  mathcal F  is closed under binary intersection:  Fcap G in mathcal F  for all  F,G in mathcal F  ; -  mathcal F  is closed under finite unions; -  mathcal F  is closed under finite intersections.",1
An algebra is a ring of subsets of  X  containing the set  X  .,1
"A topological game  G(X, Y, mathcal S)  is a game of perfect information played between two players on a topological space  X  where  Y  is a fixed subset of  Y  , and  mathcal S  is some family of subsets of  X  .",1
Let  G  be a matrix Lie group.,0
"The identity component  G_0  of  G  is the set of  Ain G  for which there exists a continuous path  gamma:0,1to G  such that  gamma(0) = I  and  gamma(1) = A  .",1
"Because connectedness and path - connectedness are equivalent in this case,  G_0  amounts to the connected component of  G  that contains the identity matrix  I  .",0
"Let  mathfrak g  be a Lie algebra and let  (V,rho_V)  and  (W,rho_W)  be representations of  mathfrak g  .",0
"Then the tensor product of these representations is the pair  (Votimes W, rho_{Votimes W})  where  rho_{Votimes W}(x) = rho_V(x) otimes text{Id} + text{Id}otimes rho_W(x)  for all  x in mathfrak g  .",1
"The projectivization of a vector space  (V,F)  is the quotient of  V  by the action of the multiplicative group of the base field  F  by scalar multiplication.",1
"Let  Lambda={mu = (mu_1,dots, mu_n)inmathbb Z^n mid mu_1geq cdotsgeq mu_n geq 0} subseteq mathbb Z^n_{geq 0}  .",0
"For each  mu in Lambda  , define  nabla_mu in mathbb Zx_1,dots, x_n^text{sign}  to be the antisymmetric polynomial under the sign representation of the symmetric group given by  nabla_mu = sum_{sin S_n} text{sign}(s) x^{s(mu)} = detleft|} right|  .",1
The second equality follows from the Leibniz formula for determinants.,0
"Set  rho in Lambda  to  rho = (n - 1,n - 2,dots, 1, 0)  .",0
"Up to sign,  nabla_rho  is the Vandermonde determinant.",1
"Because  mathbb Zx_1,dots, x_n^text{sign}  is a rank - one free module over  mathbb Zx_1,dots, x_n^{S_n}  with generator  Delta_n  , it follows that  nabla_rho  is also a generator of this module.",0
"Thus for every  muin Lambda  there exists a unique polynomial  s_muinmathbb Zx_1,dots, x_n^{S_n}  called the Schur polynomial of  mu  such that  nabla_{mu + rho} = s_mu cdotnabla_rho  .",0
"Explicitly,  s_mu = nabla_{mu + rho}/nabla_rho  .",0
A chain complex is a sequence of homomorphisms of abelian groups  cdots to C_{n+1} to C_n to C_{n - 1} to cdots to C_1to C_0 to 0  (where the arrow between  C_{k}  and  C_{k - 1}  is labelled  partial_k  ) such that the composition  partial_{k+1}circpartial_k = 0  for all  k  .,1
A Banach algebra is an algebra equipped with a complete multiplicative norm.,1
Let  G  be a group.,0
"The category of canonical orbits of  G  , denoted  mathcal O(G)  , is the category with objects the G - sets  G/H  for all subgroups  H  of  G  and morphisms the G - maps that exist between the objects.  mathcal O(G)  is isomorphic to the category  mathcal G  whose objects are the subgroups of  G  and whose morphisms are the distinct subconjugacy relations  gamma^{ - 1}Hgamma subset K  for  gamma in G  .",1
Proof G - equivariant homomorphisms between quotient G - sets Weyl group of stabilizer under transitive action isomorphic to G - automorphisms of G - set,1
Let  G  be a group.,0
A normal series is an ascending sequence of subgroups  {e} = N_0subseteq N_1subseteq cdotssubseteq N_{k - 1} subseteq N_k = G  such that  N_i  is normal in  G  for all  0leq ileq k  .,1
Let  f:Xto Y  be a function.,0
The fiber of a point  yin Y  is the set of all points  xin X  such that  f(x) = y  .,1
"That is,  f^{ - 1}(y) = {xin Xmid f(x) = y}  .",0
The fiber is the inverse image under  f  of the singleton  {y}  .,1
Let  mathbb k  be a field and consider the algebra of polynomials in  n  variables  P_n =bigopluslimits_{dgeq 0} P_n^d  .,0
"Given a representation of a group  G  in  mathbb k^n  , we get an action of  G  on  P_n  by the induced action of group on maps: for  fin P_n  ,  g:fmapsto g^*f  .",0
Then each homogeneous subspace  P_n^d  of  P_n  is a  G  - invariant subspace.,0
"Moreover, the algebra of invariant polynomials, written  P_n^G  , is a graded subalgebra of  P_n  .",0
An element  x  of an integral domain is prime if the ideal generated by  x  is a prime ideal.,1
"That is, for all  a,b in R  such that  x  divides  ab  , then either  x  divides  a  or  x  divides  b  .",0
"A sequence  {x_i}_{iinmathbb N}  in a topological space  X  converges to  x in X  if for every open  Usubset X  such that  x in U  , there exists  n_0 inmathbb N  such that for every  n geq n_0  , we have  x_n in U  .",1
"In a general topological space, the limit of a sequence need not be unique.",0
A descending sequence  {E_n}_{ninmathbb N}  of nonempty subsets of a metric space  X  is contracting if the limit of the diameters goes to zero.,1
"That is,  lim_{nto infty} text{diam}(E_n) = 0  .",0
Let  A  and  B  be two algebras over the field or commutative ring  K  .,0
"Then an algebra homomorphism between  A  and  B  is a map  f:Ato B  such that (i)  f(kx) = kf(x) ; (ii)  f(x+y) = f(x) + f(y) ; (iii)  f(xy) = f(x)f(y)  for all  kin K  and  x,yin A  .",1
"If an algebra homomorphism is bijective, then it is an isomorphism of algebras.",1
A subset  S  of a topological space is perfect if it is closed and contains no isolated points.,1
"Equivalently,  S  is perfect if it is equal to the set of its limit points.",1
"The diameter of a nonempty subset  E  of a metric space  (X,rho)  is given by the supremum  text{diam}(E) = sup{rho(x,y)mid x,y in E}  .",1
Let  V  be a vector space and let  T: Vto V  be a linear transformation with corresponding matrix  A  .,0
The matrix coefficients of the matrix corresponding to the exterior product  wedge^m(T)  of  T  are called the minors of  A  .,1
"Let  (X,Sigma,mu)  be a measure space.",0
The  p  - norm of a measurable function  f to mathbb R  is  ||f||_p = left(int_X |f|^ptext dmuright)^{1/p}  .,1
An elementary abelian  p  - group is an abelian group  G  in which every nontrivial element has order  p  where  p  is prime.,1
Let  X  be a locally compact Hausdorff topological space.,0
Fix an integral  int_X  and  V  a finite - dimensional vector space.,0
Choose a basis  {v_i}_{i=1}^n  for  V  so that any continuous function  f:Xto V  can be expressed as  f(x) = sum_{i=1}^n f_(x)v_i text{ for all } xin X  where the  f_i  are the components of  f  .,0
Define the vector - valued integral of  f  as  int_X f(x) text{d} x = sum_{i=1}^n left(int_X f_i(x)text dx right)v_i  .,0
We can say that it is given by the integrals of the coordinates.,0
"A right ideal of a ring  R  is a subset  Isubseteq R  such that -  (I,+)  is a subgroup of  (R,+)  ; -  I  is closed under right multiplication in  R  (i.e. for all  iin R  and all  rin R  ,  ir in I  ).",1
"Let  (V,F)  be a vector space.",0
"A function  langlecdot,cdotrangle: Vtimes V to F  is an inner product on  V  if (i) it is bilinear; (ii) it is commutative; (iii)  langle v, vrangle geq 0  for all  v in V  and  langle v,vrangle = 0  if and only if  v=0  .",1
A function  f: Xtomathbb R  has compact support if the closure of its support  S  is compact as a subset of  X  .,1
Let  X  be a finite CW complex.,0
The Euler characteristic  chi(X)  is defined to be the alternating sum  sum_n ( - 1)^nc_n  where  c_n  is the number of  n  - cells of  X  .,1
Let  R  be a ring and let  M  be an  R  - module.,0
A composition series for  M  is a chain of submodules of  M   M = F_0 supset F_1 supset cdots supset F_{n - 1}supset F_n ={0}  such that the quotient  F_i/F_{i+1}  is simple for all  i  .,1
"The complex orthogonal group  text{O}(n,mathbb C)  is the set of  ntimes n  complex matrices whose transposes are equal to their inverses.",1
"This definition mirrors the definition of the real orthogonal group, but instead we consider complex - valued matrices.",0
"It is a matrix Lie group because it is a subgroup of the general linear group  text{GL}(n,mathbb C)  .",0
An algebraic number is a number that is a root of a nonzero polynomial in one variable over  mathbb Q  .,1
It is often denoted by  overline{mathbb Q}  .,0
The algebraic numbers form a field.,0
A topological space  X  is compactly generated if it a weak Hausdorff k - space.,1
Let  mathcal E  and  mathcal B  be small connected groupoids.,0
A covering  p:mathcal Eto mathcal B  is a functor that is surjective on objects and restricts to a bijection on the star for each object  e  of  mathcal E  .,1
"That is,  p(text{St}(e)) = text{St}(p(e))  .",0
"For an object  b  of  mathcal B  , let  F_b  denote the set of objects of  mathcal E  such that  p(e) = b  .",0
"That is, the fiber of  b  .",0
Then  p^{ - 1}(text{St}(b))  is the disjoint union over  ein F_b  of  text{St}(e)  .,0
See covering space.,0
Let  X  be a ∆ - complex and let  Delta_n(X)  be the free abelian group on the open n - simplices of  X  .,1
Elements of  Delta_n(X)  are called  n  - chains and can be written as formal finite sums  sum_alpha n_alpha e_alpha^n  for  n_alpha in mathbb Z  .,1
"Equivalently, this is sometimes written  sum_alpha n_alphasigma_alpha  where the  sigma_alpha:Delta^nto X  are the characteristic maps of the  e_alpha^n  .",1
This sum can be thought of as a finite collection/chain of n - simplices in  X  with integer multiplicities.,0
"A non - Archimedean absolute value on a field  F  is an absolute value  |cdot|:Fto mathbb R  such that  |x+y|leqmax{|x|,|y|}  for all  x,yin F  .",1
This inequality is called the ultrametric inequality and it is stronger than the triangle inequality.,1
"If a Lie algebra has no ideals except for  {0}  and itself, then it is simple .",1
"A function  f:a,bto mathbb R^n  is absolutely continuous if for every  varepsilon > 0  , there exists  delta > 0  such that if  {(x_i,y_i)}_{i=1}^k  are pairwise disjoint subintervals of  a,b  with total length less than  delta  , then  sum_{i=1}^k |f(y_i) - f(x_i)| < varepsilon  .",1
Let  A  be a matrix and let  A_i  be the  i  th row of  A  .,0
A row operation on  A  is any of the following operations: (i) Switch two rows; (ii) Multiply a row by a nonzero constant; (iii) Add one row to another,1
"The closed half - space  H^n subsetmathbb R^n  is  H^n = {(x_1,dots,x_n)inmathbb R^nmid x_i in mathbb R, x_n geq 0}  .",1
The center of a group  G  is  Z(G) = {zin Gmid zg=gz text{ for all } gin G}  .,1
"A category  mathcal C  is a collection of objects together with a set  mathcal C(A,B)  of morphisms or maps between any two objects.",1
"In particular, there is always for each object  A  in  mathcal C  an identity morphism  text{id}_A inmathcal C(A,A)  .",0
"Finally, a category must obey the following composition law:  circ: mathcal C(B,C)times mathcal C(A,B) to mathcal C(A,C)  for all triples  A  ,  B  ,  C  of objects such that composition is associative, and identity morphisms are identities for composition.",0
"That is, -  hcirc(gcirc f) = (hcirc g)circ f  ; -  text{id}circ f = f  ; -  fcirc text{id} = f  .",0
Let  X  be a set together with a binary operation  *  .,0
An element  e in X  is an identity element of  X  if it is both a left and right identity of  X  with respect to  *  .,1
Let  X  be a topological space.,0
The singular complex  S(X)  is the ∆ - complex with one n - simplex  Delta_sigma^n  for each singular n - simplex  sigma:Delta^nto X  with  Delta_sigma^n  attached in the obvious way to the  (n - 1)  - simplices that are the restrictions of  sigma  to the various  (n - 1)  - simplices in the boundary  partialDelta^n  .,1
"If  sigma in S_n  is an element of the symmetric group on  n  letters, then it is the product of disjoint cycles of length  n_1leqcdotsleq n_r  (including the  1  - cycles!)",1
and moreover the sum of the  n_i  is equal to  n  .,0
The partition of  n  given by the  n_i  is called the cycle type of  sigma  .,1
Let  X  be a topological space.,0
"The closure of the set  A subset X  is the smallest closed subset of  X  containing  A  , or the union of  A  and its limit points.",1
"A monoid is a semigroup  (X,*)  that has an identity element under  *  .",1
A unit of a ring  R  is an element  rin R  that has a multiplicative inverse.,1
Let  G  be a group.,0
A subnormal series is an ascending sequence of subgroups  {e} = N_0subseteq N_1subseteq cdotssubseteq N_{k - 1} subseteq N_k = G  such that  N_i  is normal in  N_{i+1}  for all  0leq ileq k  .,1
An oriented edge  k:Ito X  in a graph  X  where  I  is the unit interval is the traversal of an edge in either the forward or the backward direction.,1
Let  mathfrak g  be a Lie algebra with subalgebras  mathfrak g_1  and  mathfrak g_2  .,0
"Then  mathfrak g  decomposes as the direct sum of Lie algebras  mathfrak g_1  and  g_2  if it is the direct sum of vector spaces  mathfrak g_1oplus mathfrak g_2  and  X_1,X_2=0  for all  X_1inmathfrak g_1  and  X_2in mathfrak g_2  .",1
"Let  S subsetmathbb R^n  be rectifiable.  S  is symmetric with respect to the vector subspace  x_k=0  if the function  h:Stomathbb R^n  given by  h(x) = h(x_1,dots, - x_k, dots, x_n)  has as its image  S  itself.",1
"Let  (X_1,Sigma_1,mu_1)  and  (X_2,Sigma_2,mu_2)  be two measure spaces, and let  Sigma_1otimes Sigma_2  be the σ - algebra generated by sets of the form  B_1times B_2  for  B_1in Sigma_1  ,  B_2in Sigma_2  .",1
"A product measure  mu_1times mu_2  is a measure on the measurable space  (X_1times X_2, Sigma_1otimesSigma_2)  such that  (mu_1timesmu_2)(B_1times B_2) = mu_1(B_1)mu_2(B_2)  for all  B_1in Sigma_1  ,  B_2in Sigma_2  .",1
"Note: When multiplying measures that are infinite, the product is zero if any factor is zero.",0
Note:,0
The product measure can *always* be constructed according to the Hahn - Kolomogorov theorem.,0
Let  X  be a topological space.,0
The subset  A subset X  is closed if its complement  Xsetminus A  is open.,1
"Equivalently, if  X  is a metric space, then a subset  A subset X  is closed if and only if it contains all of its limit points.",1
Let  S subsetmathbb R^n  be a bounded set.,0
Then  S  is rectifiable if the constant function  1  is Riemann integrable over  S  .,1
A topological group is a topological space  G  that is also a group such that the binary operation on the group and the inverse map are both continuous.,1
"That is, the two maps  cdot:Gtimes Gto G text{ given by } (x,y)mapsto xy   text{inv}:Gto G text{ given by } xmapsto x^{ - 1}  are both continuous where  Gtimes G  is given the product topology.",0
Let  X  be a topological space and let  A  be a subspace of  X  .,0
"Elements of the relative homology groups  H_n(X,A)  are called relative cycles .",1
They are n - chains  alphain C_n(X)  such that  partial alpha in C_{n - 1}(A)  .,0
"The quotient of  G  by its commutator subgroup  G,G  (which is normal) is called the abelianization of  G  .",1
It is in fact abelian.,0
Let  G  be a group.,0
The upper central series for  G  is an ascending sequence of subgroups of  G  defined as follows: Let  Z_0(G) = {e}  and let  Z_1(G)  be the center  Z(G)  .,1
"Then for each  igeq 1  , define  Z_{i+1}(G)  to be a subgroup of  G  containing  Z_i(G)  such that the quotient  Z_{i+1}(G)/Z_i(G) = Z(G/Z_i(G))  .",0
"Note that because the center is a normal subgroup, these quotients are well - defined.",0
Also note that this series may or may not reach  G  .,0
"An open cover  {U}  of a topological space  B  is numerable if for each  U  there exist continuous maps  lambda_U:Bto I  (where  I  is the unit interval) such that the inverse image  lambda_U^{ - 1}((0,1) = U  and if the cover is locally finite.",1
this seems to have a double word,0
"Let  (L,leq)  be a lattice.",0
"A complement of  ain L  is an element  bin L  such that the supremum  sup(a,b)  is a maximum element of  L  and the infimum  inf(a,b)  is a minimum element of  L  .",1
"That is, if  yleq sup(a,b)  and  inf(a,b)leq y  for all  yin L  .",0
A set  S  of vectors in an inner product space is orthonormal if every element of  S  has norm  1  and each vector in the set is orthogonal to every other vector in the set.,1
Let  G  be a group with subgroup  H  .,0
Then the quotient  G/H  is the set of classes of cosets  gH  for  gin G  .,1
The quotient is itself a subgroup exactly when  H  is normal in  G  .,0
See the definition of the quotient when the subgroup is normal.,0
"A function  f:Ato mathbb R  is locally monotonic at  x in A  if there exists  r>0  such that whenever  0 < y - x < r  ,  f(y)geq f(x)  and whenever  0 < x - y < r  ,  f(y)leq f(x)  .",1
"An ideal  mathfrak p  of a ring  R  is prime if it is proper and if  a,bin R  such that  ab in I  , then  ain mathfrak p  or  bin mathfrak p  .",1
The alternating group  A_n  is the subgroup of the symmetric group  S_n  given by the kernel of the sign homomorphism.,1
"That is, it consists of all permutations whose sign is  1  .",0
"The Lebesgue measure on  mathbb R^n  is constructed as follows: A set  A subsetmathbb R^n  is Lebesgue measurable if for every  Ssubset mathbb R^n  , we have the following relation in the Lebesgue outer measure  lambda^*  :  lambda^*(S) = lambda^*(Scap A) + lambda^*(Ssetminus A)  .",1
"By Carathéodory's extension theorem, Lebesgue measurable sets  A  form a σ - algebra and the Lebesgue measure of any such set coincides with its Lebesgue outer measure.",0
"Let  (L,F)  be a vector space with a binary operation  Ltimes L to L  denoted  (x,y) mapsto xy  . This operation is called the bracket or commutator of  x  and  y .",1
"The vector space together with the operation is a Lie algebra over the field  F  if (i) The bracket operation is bilinear; (ii)  xx = 0  for all  x in L  ; (iii)  xyz + yzx+zxy =0  for all  x,y,zin L  .",1
The last axiom is called the Jacobi identity .,0
An ideal  I  of an algebra  A  is a subset  Isubset A  that is both a left algebra ideal and a right algebra ideal.,1
"In the case that  A  is a commutative algebra, these notions coincide and every right ideal is also a left ideal is also a two - sided ideal.",0
"As long as the ring  R  is not a rng,  A  will inherit the definition of ideal from its underlying ring structure.",0
Let  R  be a commutative ring and  x  a variable.,0
Then  Rx  is the polynomial ring of polynomials in  x  with coefficients in  R  .,1
We can also define the polynomial ring in multiple variables.,0
"Let  X = {x_1,dots,x_n}  be a finite collection of variables.",0
"Then  RX = Rx_1,dots,x_n  is defined as follows: To each function  I:Xto mathbb N  , associate a monomial  x^I = x_1^{I(x_1)}+cdots + x_n^{I(x_n)}  .",1
"Then  RX= left{ sum_{I:Xto mathbb N} a_IX^I mid a_Iin R, a_I = 0 text{ for all but finitely many } I right}  .",0
Multiplication and addition are defined exactly how you would think.,0
"A Lie group  Gsubseteq text{GL}(n,mathbb C)  is compact if it is compact in the usual sense when considered as a subset of  M_n(mathbb C) cong mathbb R^{2n^2}  .",1
A Δ - complex is a quotient vector space of a collection of disjoint simplices obtained by identifying certain faces by the canonical linear homeomorphisms described in the definition of barycentric coordinates.,1
"Consider a collection of n - simplices  Delta^n_alpha  of various dimension (i.e.  n  is not fixed) and some sets  mathcal F_i  of faces of the  Delta_alpha^n  such that within each  mathcal F_i  , each face has the same dimension (i.e. value for  n  ).",0
We can take a quotient vector space of the disjoint union  coprod_alpha Delta_alpha^n  by identifying all of the faces in each  mathcal F_i  via the canonical linear homeomorphisms described in the definition of barycentric coordinates.,0
"The generalized orthogonal group  text{O}(n,k)  is the group of  (n+k)times (n+k)  real - valued matrices that preserve the symmetric bilinear form  x,y_{n,k} = x_1y_1 + cdots + x_ny_n - x_{n+1}y_{n+1} - cdots - x_{n+k}y_{n+k}  .That is,  A in text{O}(n,k)  if and only if  x,y_{n,k} = Ax,Ay_{n,k}  for all  x,y in mathbb R^n  .",1
"This group is a matrix Lie group because it is a subgroup of the general linear group  text{GL}(n,mathbb C)  .",0
"A metric space  (X,rho)  is complete if every Cauchy sequence is also convergent.",1
An atlas for a topological space  M  is a collection of charts on  M  that covers  M  .,1
Let  mathcal C  be a category.,0
"When there exists a ""suitable"" relation of homotopy between morphisms in  mathcal C  , then the homotopy category  hmathcal C  , defined to be the category consisting of the same objects as  mathcal C  with with morphisms given by homotpy classes of morphisms in  mathcal C  .",1
"Let  R  be a ring of subsets of  X  and let  mu_0:0,infty  .",0
"Then  mu_0  is a pre - measure if  mu_0(emptyset) = 0  and for every sequence  {A_n}_{ninmathbb N}subset R  of pairwise disjoint subsets whose union is in  R  ,  mu_0left(bigcup_{ninmathbb N}A_nright) = sum_{ninmathbb N} mu_0(A_n)  .",1
"That is,  mu_0  is σ - additive.",0
Let  G  be a group acting on the set  X  .,0
"The stabilizer of a point  xin X  , denoted  text{Stab}(x)  , is the set of elements  gin G  such that  gcdot x = x  .",1
Let  U subset mathbb R^n  be open.,0
Let  v in mathbb R^n  .,0
The directional derivative of a function  f:Utomathbb R^m  in the direction of  v  at a point  a in U  is  D_vf(a) = frac{partial f}{partial v}(a) = lim_{hto 0}frac{f(a+hv) - f(a)}{h}  if this limit exists.,1
The characteristic polynomial of a linear transformation  T  is the polynomial in  lambda  given by the determinant of the linear transformation  T - lambda I  :  p_T(lambda) = text{det}(T - lambda I)  .,1
Let  X  be a metric space with  A subset X  .,0
Let  mu  be the Lebesgue measure.,0
"A collection  mathcal V  of sets covering  A  is a Vitali covering if for each  x in A  and  varepsilon > 0  , there exists  U in mathcal V  such that  x in U  , and the diameter of  U  is nonzero and less than  varepsilon  .",1
"Let  (X,Sigma, mu)  be a measure space and let  A subset X  .",0
"The measurable hull  H  of  A  is the measurable set  Hsupseteq A  such that for any measurable set  F  satisfying  Asubseteq Fsubseteq H  , we have  mu(F) = mu(H)  .",1
Let  X  be a compact topological space and let  1_X  be the constant function  1  on this space.,0
"Then for a fixed Haar integral  int_X  , define the volume of  X  to be  text{vol}(X) = int_X 1_X  .",1
"A Banach - Mazur game  MB(X,Y, mathcal W)  is a topological game played as follows: Let  X  be a topological space,  Y  a fixed subset of  X  , and  mathcal W  a family of subsets of  X  such that (i) each element of  mathcal W  has nonempty interior; (ii) every nonempty subset of  X  contains an element of  mathcal W  .",1
